Floors,YearBuilt,Address,type
5,1910,180 2 AVENUE,Residential
5,1910,182 1 AVENUE,Residential
5,1910,95 1 AVENUE,Residential
5,1910,29 1 AVENUE,Residential
5,1910,51 EAST 2 STREET,Residential
5,1910,519 EAST 11 STREET,Residential
5,1910,43 1 AVENUE,Residential
5,1905,227 EAST 5 STREET,Residential
5,1905,233 EAST 5 STREET,Residential
5,1905,211 EAST 5 STREET,Residential
5,1901,35 STUYVESANT STREET,Residential
5,1901,33 STUYVESANT STREET,Residential
5,1900,102 3 AVENUE,Commercial
5,1900,545 EAST 13 STREET,Commercial
5,1900,105 EAST 9 STREET,Commercial
5,1900,222 EAST 14 STREET,Commercial
5,1900,220 1 AVENUE,Commercial
5,1900,210 EAST 14 STREET,Commercial
5,1900,104 3 AVENUE,Commercial
5,1900,11 EAST 7 STREET,Commercial
5,1900,213 2 AVENUE,Commercial
5,1900,109 EAST 9 STREET,Commercial
5,1900,215 2 AVENUE,Commercial
5,1900,418 EAST 14 STREET,Commercial
5,1900,48 3 AVENUE,Commercial
5,1900,219 AVENUE A,Commercial
5,1900,220 AVENUE A,Commercial
5,1900,141 EAST 13 STREET,Commercial
5,1900,515 EAST 13 STREET,Commercial
5,1900,535 EAST 13 STREET,Commercial
5,1900,534 EAST 14 STREET,Commercial
5,1900,537 EAST 13 STREET,Commercial
5,1900,529 EAST 13 STREET,Commercial
5,1900,533 EAST 13 STREET,Commercial
5,1900,50 3 AVENUE,Commercial
5,1900,331 BOWERY,Commercial
5,1900,112 EAST 11 STREET,Commercial
5,1900,84 EAST 2 STREET,Residential
5,1900,126 EAST 10 STREET,Residential
5,1900,42 ST MARKS PLACE,Residential
5,1900,40 1/2 ST MARKS PLACE,Residential
5,1900,128 EAST 10 STREET,Residential
5,1900,438 EAST 9 STREET,Residential
5,1900,443 EAST 6 STREET,Residential
5,1900,125 1 AVENUE,Residential
5,1900,80 EAST 2 STREET,Residential
5,1900,112 EAST 10 STREET,Residential
5,1900,132 1 AVENUE,Residential
5,1900,46 EAST 7 STREET,Residential
5,1900,303 EAST 5 STREET,Residential
5,1900,127 1 AVENUE,Residential
5,1900,129 1 AVENUE,Residential
5,1900,118 1 AVENUE,Residential
5,1900,418 1/2 EAST 9 STREET,Residential
5,1900,102 2 AVENUE,Residential
5,1900,122 EAST 10 STREET,Residential
5,1900,85 2 AVENUE,Residential
5,1900,166 AVENUE B,Residential
5,1900,130 1 AVENUE,Residential
5,1900,128 1 AVENUE,Residential
5,1900,343 EAST 10 STREET,Residential
5,1900,47 1/2 EAST 1 STREET,Residential
5,1900,293 EAST 10 STREET,Residential
5,1900,502 EAST 12 STREET,Residential
5,1900,173 1 AVENUE,Residential
5,1900,114 1 AVENUE,Residential
5,1900,112 1 AVENUE,Residential
5,1900,108 1 AVENUE,Residential
5,1900,47 EAST 1 STREET,Residential
5,1900,45 EAST 1 STREET,Residential
5,1900,92 ST MARKS PLACE,Residential
5,1900,94 AVENUE B,Residential
5,1900,111 1 AVENUE,Residential
5,1900,93 EAST 7 STREET,Residential
5,1900,510 EAST 11 STREET,Residential
5,1900,402 EAST 12 STREET,Residential
5,1900,83 2 AVENUE,Residential
5,1900,7 ST MARKS PLACE,Residential
5,1900,34 AVENUE A,Residential
5,1900,422 EAST 9 STREET,Residential
5,1900,420 EAST 9 STREET,Residential
5,1900,64 2 AVENUE,Residential
5,1900,12 1 AVENUE,Residential
5,1900,194 1 AVENUE,Residential
5,1900,341 EAST 10 STREET,Residential
5,1900,168 AVENUE B,Residential
5,1900,174 AVENUE B,Residential
5,1900,170 AVENUE B,Residential
5,1900,345 EAST 10 STREET,Residential
5,1900,59 1 AVENUE,Residential
5,1900,61 1 AVENUE,Residential
5,1900,120 1 AVENUE,Residential
5,1900,166 EAST 7 STREET,Residential
5,1900,164 EAST 7 STREET,Residential
5,1900,94 ST MARKS PLACE,Residential
5,1900,114 ST MARKS PLACE,Residential
5,1900,541 EAST 12 STREET,Residential
5,1900,97 1/2 EAST 7 STREET,Residential
5,1900,73 2 AVENUE,Residential
5,1900,197 2 AVENUE,Residential
5,1900,199 2 AVENUE,Residential
5,1900,534 EAST 6 STREET,Residential
5,1900,43 EAST 1 STREET,Residential
5,1900,106 AVENUE B,Residential
5,1900,44 AVENUE B,Residential
5,1900,40 AVENUE B,Residential
5,1900,42 AVENUE B,Residential
5,1900,219 EAST 4 STREET,Residential
5,1900,28 AVENUE B,Residential
5,1900,30 AVENUE B,Residential
5,1900,29 EAST 7 STREET,Residential
5,1900,41 EAST 1 STREET,Residential
5,1900,13 EAST 7 STREET,Residential
5,1900,25 EAST 7 STREET,Residential
5,1900,15 EAST 7 STREET,Residential
5,1900,17 EAST 7 STREET,Residential
5,1900,19 EAST 7 STREET,Residential
5,1900,94 EAST 7 STREET,Residential
5,1900,27 EAST 7 STREET,Residential
5,1900,211 EAST 4 STREET,Residential
5,1900,196 1 AVENUE,Residential
5,1900,189 EAST 2 STREET,Residential
5,1900,184 2 AVENUE,Residential
5,1900,39 EAST 1 STREET,Residential
5,1900,83 EAST 2 STREET,Residential
5,1900,436 EAST 11 STREET,Residential
5,1900,58 2 AVENUE,Residential
5,1900,237 EAST 12 STREET,Residential
5,1900,105 EAST 2 STREET,Residential
5,1900,176 EAST 2 STREET,Residential
5,1900,212 EAST 12 STREET,Residential
5,1900,350 EAST 13 STREET,Residential
5,1900,352 EAST 13 STREET,Residential
5,1900,130 ST MARKS PLACE,Residential
5,1900,16 1 AVENUE,Residential
5,1900,37 EAST 1 STREET,Residential
5,1900,35 EAST 1 STREET,Residential
5,1900,101 1 AVENUE,Residential
5,1900,197 EAST 3 STREET,Residential
5,1900,421 EAST 9 STREET,Residential
5,1900,180 1 AVENUE,Residential
5,1900,169 AVENUE A,Residential
5,1900,170 1 AVENUE,Residential
5,1900,168 1 AVENUE,Residential
5,1900,174 EAST 2 STREET,Residential
5,1900,126 EAST 7 STREET,Residential
5,1900,157 2 AVENUE,Residential
5,1900,418 EAST 9 STREET,Residential
5,1900,164 1 AVENUE,Residential
5,1900,302 EAST 12 STREET,Residential
5,1900,439 EAST 6 STREET,Residential
5,1900,427 EAST 6 STREET,Residential
5,1900,435 EAST 6 STREET,Residential
5,1900,533 EAST 6 STREET,Residential
5,1900,162 EAST 7 STREET,Residential
5,1900,535 EAST 6 STREET,Residential
5,1900,521 EAST 6 STREET,Residential
5,1900,50 EAST 7 STREET,Residential
5,1900,329 EAST 6 STREET,Residential
5,1900,433 EAST 6 STREET,Residential
5,1900,441 EAST 6 STREET,Residential
5,1900,118 EAST 7 STREET,Residential
5,1900,100 EAST 7 STREET,Residential
5,1900,96 EAST 7 STREET,Residential
5,1900,102 EAST 7 STREET,Residential
5,1900,106 EAST 7 STREET,Residential
5,1900,104 EAST 7 STREET,Residential
5,1900,333 EAST 6 STREET,Residential
5,1900,339 EAST 6 STREET,Residential
5,1900,335 EAST 6 STREET,Residential
5,1900,337 EAST 6 STREET,Residential
5,1900,437 EAST 6 STREET,Residential
5,1900,98 EAST 7 STREET,Residential
5,1900,505 EAST 6 STREET,Residential
5,1900,523 EAST 6 STREET,Residential
5,1900,216 EAST 12 STREET,Residential
5,1900,122 EAST 7 STREET,Residential
5,1900,122 1 AVENUE,Residential
5,1900,228 EAST 10 STREET,Residential
5,1900,222 EAST 10 STREET,Residential
5,1900,210 EAST 10 STREET,Residential
5,1900,341 EAST 9 STREET,Residential
5,1900,286 EAST 10 STREET,Residential
5,1900,413 EAST 9 STREET,Residential
5,1900,317 EAST 9 STREET,Residential
5,1900,431 EAST 9 STREET,Residential
5,1900,339 EAST 9 STREET,Residential
5,1900,337 EAST 9 STREET,Residential
5,1900,335 EAST 9 STREET,Residential
5,1900,333 EAST 9 STREET,Residential
5,1900,313 EAST 9 STREET,Residential
5,1900,321 EAST 9 STREET,Residential
5,1900,276 EAST 10 STREET,Residential
5,1900,331 EAST 9 STREET,Residential
5,1900,309 EAST 9 STREET,Residential
5,1900,212 EAST 10 STREET,Residential
5,1900,149 1 AVENUE,Residential
5,1900,151A 1 AVENUE,Residential
5,1900,153 1 AVENUE,Residential
5,1900,216 EAST 5 STREET,Residential
5,1900,167 1 AVENUE,Residential
5,1900,171 1 AVENUE,Residential
5,1900,165 1 AVENUE,Residential
5,1900,69 EAST 7 STREET,Residential
5,1900,143 1 AVENUE,Residential
5,1900,141 1 AVENUE,Residential
5,1900,522 EAST 5 STREET,Residential
5,1900,428 EAST 9 STREET,Residential
5,1900,47 ST MARKS PLACE,Residential
5,1900,340 EAST 9 STREET,Residential
5,1900,111 ST MARKS PLACE,Residential
5,1900,113 ST MARKS PLACE,Residential
5,1900,426 EAST 9 STREET,Residential
5,1900,63 ST MARKS PLACE,Residential
5,1900,436 EAST 9 STREET,Residential
5,1900,346 EAST 9 STREET,Residential
5,1900,430 EAST 9 STREET,Residential
5,1900,342 EAST 9 STREET,Residential
5,1900,434 EAST 9 STREET,Residential
5,1900,67 ST MARKS PLACE,Residential
5,1900,69 1 AVENUE,Residential
5,1900,145 1 AVENUE,Residential
5,1900,139 1 AVENUE,Residential
5,1900,95 EAST 7 STREET,Residential
5,1900,207 EAST 4 STREET,Residential
5,1900,249 EAST 10 STREET,Residential
5,1900,330 EAST 11 STREET,Residential
5,1900,328 EAST 11 STREET,Residential
5,1900,337 EAST 10 STREET,Residential
5,1900,229 EAST 10 STREET,Residential
5,1900,265 EAST 10 STREET,Residential
5,1900,213 EAST 10 STREET,Residential
5,1900,332 EAST 11 STREET,Residential
5,1900,253 EAST 10 STREET,Residential
5,1900,323 EAST 10 STREET,Residential
5,1900,303 EAST 10 STREET,Residential
5,1900,340 EAST 11 STREET,Residential
5,1900,273 EAST 10 STREET,Residential
5,1900,412 EAST 11 STREET,Residential
5,1900,338 EAST 11 STREET,Residential
5,1900,269 EAST 10 STREET,Residential
5,1900,217 EAST 10 STREET,Residential
5,1900,271 EAST 10 STREET,Residential
5,1900,251 EAST 10 STREET,Residential
5,1900,334 EAST 11 STREET,Residential
5,1900,327 EAST 10 STREET,Residential
5,1900,259 EAST 10 STREET,Residential
5,1900,263 EAST 10 STREET,Residential
5,1900,335 EAST 10 STREET,Residential
5,1900,339 EAST 10 STREET,Residential
5,1900,546 EAST 11 STREET,Residential
5,1900,511 EAST 5 STREET,Residential
5,1900,325 EAST 10 STREET,Residential
5,1900,313 EAST 10 STREET,Residential
5,1900,14 AVENUE A,Residential
5,1900,217 EAST 4 STREET,Residential
5,1900,175 EAST 3 STREET,Residential
5,1900,177 EAST 3 STREET,Residential
5,1900,73 1 AVENUE,Residential
5,1900,71 1 AVENUE,Residential
5,1900,529 EAST 5 STREET,Residential
5,1900,51 1 AVENUE,Residential
5,1900,53 1 AVENUE,Residential
5,1900,55 1 AVENUE,Residential
5,1900,86 2 AVENUE,Residential
5,1900,61 2 AVENUE,Residential
5,1900,78 2 AVENUE,Residential
5,1900,270 EAST 10 STREET,Residential
5,1900,508 EAST 6 STREET,Residential
5,1900,524 EAST 6 STREET,Residential
5,1900,514 EAST 5 STREET,Residential
5,1900,205 EAST 4 STREET,Residential
5,1900,203 EAST 4 STREET,Residential
5,1900,201 EAST 4 STREET,Residential
5,1900,510 EAST 5 STREET,Residential
5,1900,199 EAST 4 STREET,Residential
5,1900,209 EAST 4 STREET,Residential
5,1900,512 EAST 5 STREET,Residential
5,1900,518 EAST 5 STREET,Residential
5,1900,516 EAST 5 STREET,Residential
5,1900,118 EAST 4 STREET,Residential
5,1900,87 EAST 3 STREET,Residential
5,1900,338 EAST 5 STREET,Residential
5,1900,340 EAST 5 STREET,Residential
5,1900,334 EAST 5 STREET,Residential
5,1900,231 EAST 10 STREET,Residential
5,1900,67 1 AVENUE,Residential
5,1900,98 2 AVENUE,Residential
5,1900,93 1 AVENUE,Residential
5,1900,532 EAST 6 STREET,Residential
5,1900,521 EAST 5 STREET,Residential
5,1900,525 EAST 5 STREET,Residential
5,1900,509 EAST 5 STREET,Residential
5,1900,520 EAST 6 STREET,Residential
5,1900,316 EAST 6 STREET,Residential
5,1900,229 EAST 5 STREET,Residential
5,1900,334 EAST 6 STREET,Residential
5,1900,223 EAST 5 STREET,Residential
5,1900,225 EAST 5 STREET,Residential
5,1900,330 EAST 6 STREET,Residential
5,1900,235 EAST 5 STREET,Residential
5,1900,319 EAST 5 STREET,Residential
5,1900,317 EAST 5 STREET,Residential
5,1900,312 EAST 6 STREET,Residential
5,1900,325 EAST 5 STREET,Residential
5,1900,329 EAST 5 STREET,Residential
5,1900,339 EAST 5 STREET,Residential
5,1900,335 EAST 5 STREET,Residential
5,1900,215 EAST 5 STREET,Residential
5,1900,314 EAST 6 STREET,Residential
5,1900,213 EAST 5 STREET,Residential
5,1900,328 EAST 6 STREET,Residential
5,1900,332 EAST 6 STREET,Residential
5,1900,327 EAST 5 STREET,Residential
5,1900,219 EAST 5 STREET,Residential
5,1900,318 EAST 6 STREET,Residential
5,1900,333 EAST 5 STREET,Residential
5,1900,337 EAST 5 STREET,Residential
5,1900,341 EAST 5 STREET,Residential
5,1900,331 EAST 5 STREET,Residential
5,1900,338 EAST 6 STREET,Residential
5,1900,518 EAST 6 STREET,Residential
5,1900,507 EAST 5 STREET,Residential
5,1900,519 EAST 5 STREET,Residential
5,1900,504 EAST 6 STREET,Residential
5,1900,523 EAST 5 STREET,Residential
5,1900,527 EAST 5 STREET,Residential
5,1900,531 EAST 5 STREET,Residential
5,1900,41 1 AVENUE,Residential
5,1900,113 AVENUE A,Residential
5,1900,526 EAST 6 STREET,Residential
5,1900,522 EAST 6 STREET,Residential
5,1900,125 EAST 7 STREET,Residential
5,1900,127 EAST 7 STREET,Residential
5,1900,129 EAST 7 STREET,Residential
5,1900,85 EAST 7 STREET,Residential
5,1900,61 EAST 7 STREET,Residential
5,1900,70 ST MARKS PLACE,Residential
5,1900,66 ST MARKS PLACE,Residential
5,1900,123 EAST 7 STREET,Residential
5,1900,52 EAST 1 STREET,Residential
5,1900,129 EAST 4 STREET,Residential
5,1900,111 AVENUE A,Residential
5,1900,517 EAST 5 STREET,Residential
5,1900,274 EAST 10 STREET,Residential
5,1900,208 AVENUE A,Residential
5,1900,39 1 AVENUE,Residential
5,1900,103 2 AVENUE,Residential
5,1900,184 1 AVENUE,Residential
5,1900,190 1 AVENUE,Residential
5,1900,192 1 AVENUE,Residential
5,1900,188 1 AVENUE,Residential
5,1900,186 1 AVENUE,Residential
5,1900,438 EAST 13 STREET,Residential
5,1900,435 EAST 12 STREET,Residential
5,1900,440 EAST 13 STREET,Residential
5,1900,88 EAST 3 STREET,Residential
5,1900,323 EAST 9 STREET,Residential
5,1900,86 EAST 3 STREET,Residential
5,1900,118 ST MARKS PLACE,Residential
5,1900,128 ST MARKS PLACE,Residential
5,1900,342 EAST 11 STREET,Residential
5,1900,98 ST MARKS PLACE,Residential
5,1900,100 ST MARKS PLACE,Residential
5,1900,96 ST MARKS PLACE,Residential
5,1900,102 ST MARKS PLACE,Residential
5,1900,44 ST MARKS PLACE,Residential
5,1900,188 EAST 3 STREET,Residential
5,1900,192 EAST 3 STREET,Residential
5,1900,65 ST MARKS PLACE,Residential
5,1900,174 2 AVENUE,Residential
5,1900,517 EAST 11 STREET,Residential
5,1900,531 EAST 11 STREET,Residential
5,1900,511 EAST 12 STREET,Residential
5,1900,515 EAST 12 STREET,Residential
5,1900,528 EAST 13 STREET,Residential
5,1900,513 EAST 12 STREET,Residential
5,1900,514F EAST 13 STREET,Residential
5,1900,219 EAST 12 STREET,Residential
5,1900,512 EAST 13 STREET,Residential
5,1900,535 EAST 12 STREET,Residential
5,1900,507 EAST 12 STREET,Residential
5,1900,521 EAST 12 STREET,Residential
5,1900,517 EAST 12 STREET,Residential
5,1900,516 EAST 12 STREET,Residential
5,1900,176 2 AVENUE,Residential
5,1900,260 EAST 10 STREET,Residential
5,1900,99 1 AVENUE,Residential
5,1900,526 EAST 11 STREET,Residential
5,1900,160 2 AVENUE,Residential
5,1900,109 EAST 2 STREET,Residential
5,1900,107 EAST 2 STREET,Residential
5,1900,129 EAST 10 STREET,Residential
5,1900,326 EAST 13 STREET,Residential
5,1900,324 EAST 13 STREET,Residential
5,1900,215 1 AVENUE,Residential
5,1900,213 1 AVENUE,Residential
5,1900,537 EAST 6 STREET,Residential
5,1900,19 STUYVESANT STREET,Residential
5,1900,211 EAST 11 STREET,Residential
5,1900,206 EAST 9 STREET,Residential
5,1900,338 EAST 13 STREET,Residential
5,1900,341 EAST 6 STREET,Residential
5,1900,306 EAST 11 STREET,Residential
5,1900,304 EAST 11 STREET,Residential
5,1900,207 2 AVENUE,Residential
5,1900,54 EAST 4 STREET,Residential
5,1900,192 AVENUE B,Residential
5,1900,342 EAST 13 STREET,Residential
5,1900,340 EAST 13 STREET,Residential
5,1900,523 EAST 12 STREET,Residential
5,1900,416 EAST 9 STREET,Residential
5,1900,11 ST MARKS PLACE,Residential
5,1900,33 ST MARKS PLACE,Residential
5,1900,13 ST MARKS PLACE,Residential
5,1900,151 AVENUE A,Residential
5,1900,149 AVENUE A,Residential
5,1900,147 AVENUE A,Residential
5,1900,32 ST MARKS PLACE,Residential
5,1900,8 ST MARKS PLACE,Residential
5,1900,12 ST MARKS PLACE,Residential
5,1900,34 ST MARKS PLACE,Residential
5,1900,26 ST MARKS PLACE,Residential
5,1900,22 ST MARKS PLACE,Residential
5,1900,16 ST MARKS PLACE,Residential
5,1900,6 ST MARKS PLACE,Residential
5,1900,10 ST MARKS PLACE,Residential
5,1900,547 EAST 12 STREET,Residential
5,1900,174 1 AVENUE,Residential
5,1900,103 EAST 2 STREET,Residential
5,1900,14 ST MARKS PLACE,Residential
5,1900,244 EAST HOUSTON STREET,Residential
5,1900,155 EAST 2 STREET,Residential
5,1900,104 EAST 4 STREET,Residential
5,1900,543 EAST 12 STREET,Residential
5,1900,314 EAST 11 STREET,Residential
5,1900,220 EAST 5 STREET,Residential
5,1900,21 EAST 7 STREET,Residential
5,1900,114 EAST 7 STREET,Residential
5,1900,233 EAST 10 STREET,Residential
5,1900,81 ST MARKS PLACE,Residential
5,1900,539 EAST 11 STREET,Residential
5,1900,198 1 AVENUE,Residential
5,1900,120 EAST 4 STREET,Residential
5,1900,510 EAST 6 STREET,Residential
5,1900,306 EAST 6 STREET,Residential
5,1900,206 AVENUE B,Residential
5,1900,504 EAST 11 STREET,Residential
5,1900,8 AVENUE B,Residential
5,1900,431 EAST 12 STREET,Residential
5,1900,112 2 AVENUE,Residential
5,1900,72 EAST 3 STREET,Residential
5,1900,407 EAST 12 STREET,Residential
5,1900,146 2 AVENUE,Residential
5,1900,95 ST MARKS PLACE,Residential
5,1900,206 EAST 4 STREET,Residential
5,1997,60 EAST 1 STREET,Residential
5,1996,165 EAST 2 STREET,Residential
5,1995,42 AVENUE A,Residential
5,1988,125 EAST 12 STREET,Commercial
5,1987,67 EAST 3 STREET,Residential
5,1960,422 EAST 14 STREET,Commercial
5,1954,284 EAST 10 STREET,Residential
5,1945,332 EAST 14 STREET,Commercial
5,1940,506 EAST 5 STREET,Residential
5,1940,508 EAST 5 STREET,Residential
5,1940,520 EAST 5 STREET,Residential
5,1940,216 EAST 6 STREET,Residential
5,1940,226 EAST 6 STREET,Residential
5,1940,46 ST MARKS PLACE,Residential
5,1940,80 2 AVENUE,Residential
5,1940,304 EAST 12 STREET,Residential
5,1936,44 EAST 2 STREET,Residential
5,1930,424 EAST 14 STREET,Commercial
5,1930,426 EAST 14 STREET,Commercial
5,1930,551 EAST 12 STREET,Residential
5,1930,108 AVENUE B,Residential
5,1930,188 AVENUE B,Residential
5,1930,543 EAST 6 STREET,Residential
5,1930,524 EAST 5 STREET,Residential
5,1930,321 EAST 10 STREET,Residential
5,1930,166 1 AVENUE,Residential
5,1930,101 2 AVENUE,Residential
5,1930,99 EAST 7 STREET,Residential
5,1930,186 AVENUE B,Residential
5,1930,182 AVENUE B,Residential
5,1930,118 2 AVENUE,Residential
5,1930,28 AVENUE A,Residential
5,1929,512 EAST 11 STREET,Residential
5,1929,229 EAST 4 STREET,Residential
5,1929,218 EAST 5 STREET,Residential
5,1929,336 EAST 6 STREET,Residential
5,1929,513 EAST 5 STREET,Residential
5,1929,76 ST MARKS PLACE,Residential
5,1929,424 EAST 9 STREET,Residential
5,1929,107 2 AVENUE,Residential
5,1928,544 EAST 11 STREET,Residential
5,1928,135 AVENUE A,Residential
5,1926,235 EAST 11 STREET,Residential
5,1925,228 EAST 6 STREET,Residential
5,1925,218 EAST 6 STREET,Residential
5,1925,524 EAST 13 STREET,Residential
5,1925,150 EAST 7 STREET,Residential
5,1925,310 EAST 11 STREET,Residential
5,1925,144 EAST 7 STREET,Residential
5,1925,140 EAST 7 STREET,Residential
5,1923,515 EAST 6 STREET,Residential
5,1923,418 EAST 12 STREET,Residential
5,1922,222 1 AVENUE,Commercial
5,1920,31 EAST 1 STREET,Commercial
5,1920,338 EAST 14 STREET,Commercial
5,1920,7 2 AVENUE,Commercial
5,1920,218 EAST 14 STREET,Commercial
5,1920,220 EAST 14 STREET,Commercial
5,1920,517 EAST 13 STREET,Commercial
5,1920,540 EAST 14 STREET,Commercial
5,1920,536 EAST 14 STREET,Commercial
5,1920,219 2 AVENUE,Commercial
5,1920,103 EAST 10 STREET,Commercial
5,1920,93 3 AVENUE,Commercial
5,1920,99 3 AVENUE,Commercial
5,1920,120 EAST 10 STREET,Residential
5,1920,100 1 AVENUE,Residential
5,1920,85 ST MARKS PLACE,Residential
5,1920,175 1 AVENUE,Residential
5,1920,113 1 AVENUE,Residential
5,1920,78 EAST 1 STREET,Residential
5,1920,186 AVENUE A,Residential
5,1920,188 AVENUE A,Residential
5,1920,32 AVENUE B,Residential
5,1920,536 EAST 6 STREET,Residential
5,1920,415 EAST 6 STREET,Residential
5,1920,9 EAST 3 STREET,Residential
5,1920,513 EAST 6 STREET,Residential
5,1920,511 EAST 6 STREET,Residential
5,1920,13 EAST 3 STREET,Residential
5,1920,103 1 AVENUE,Residential
5,1920,503 EAST 6 STREET,Residential
5,1920,525 EAST 6 STREET,Residential
5,1920,507 EAST 6 STREET,Residential
5,1920,112 EAST 7 STREET,Residential
5,1920,519 EAST 6 STREET,Residential
5,1920,531 EAST 6 STREET,Residential
5,1920,14 1 AVENUE,Residential
5,1920,120 EAST 7 STREET,Residential
5,1920,417 EAST 9 STREET,Residential
5,1920,437 EAST 9 STREET,Residential
5,1920,415 EAST 9 STREET,Residential
5,1920,278 EAST 10 STREET,Residential
5,1920,332 EAST 9 STREET,Residential
5,1920,344 EAST 9 STREET,Residential
5,1920,97 EAST 7 STREET,Residential
5,1920,257 EAST 10 STREET,Residential
5,1920,209 EAST 10 STREET,Residential
5,1920,261 EAST 10 STREET,Residential
5,1920,267 EAST 10 STREET,Residential
5,1920,424 EAST 11 STREET,Residential
5,1920,542 EAST 11 STREET,Residential
5,1920,5 ST MARKS PLACE,Residential
5,1920,25 EAST 3 STREET,Residential
5,1920,56 EAST 4 STREET,Residential
5,1920,7 EAST 3 STREET,Residential
5,1920,91 1 AVENUE,Residential
5,1920,87 1 AVENUE,Residential
5,1920,230 EAST 6 STREET,Residential
5,1920,322 EAST 6 STREET,Residential
5,1920,320 EAST 6 STREET,Residential
5,1920,206 EAST 6 STREET,Residential
5,1920,310 EAST 6 STREET,Residential
5,1920,326 EAST 6 STREET,Residential
5,1920,76 AVENUE B,Residential
5,1920,506 EAST 6 STREET,Residential
5,1920,217 EAST 5 STREET,Residential
5,1920,126 1 AVENUE,Residential
5,1920,23 EAST 3 STREET,Residential
5,1920,52 ST MARKS PLACE,Residential
5,1920,51 ST MARKS PLACE,Residential
5,1920,236 EAST 6 STREET,Residential
5,1920,272 EAST 10 STREET,Residential
5,1920,60 EAST 7 STREET,Residential
5,1920,54 EAST 7 STREET,Residential
5,1920,56 EAST 7 STREET,Residential
5,1920,58 EAST 4 STREET,Residential
5,1920,63 EAST 4 STREET,Residential
5,1920,84 EAST 3 STREET,Residential
5,1920,235 EAST 12 STREET,Residential
5,1920,186 EAST 2 STREET,Residential
5,1920,213 EAST 11 STREET,Residential
5,1920,510 EAST 12 STREET,Residential
5,1920,514 EAST 12 STREET,Residential
5,1920,512 EAST 12 STREET,Residential
5,1920,178 2 AVENUE,Residential
5,1920,201 2 AVENUE,Residential
5,1920,324 EAST 6 STREET,Residential
5,1920,203 2 AVENUE,Residential
5,1920,412 EAST 9 STREET,Residential
5,1920,116 2 AVENUE,Residential
5,1920,108 2 AVENUE,Residential
5,1920,17 STUYVESANT STREET,Residential
5,1920,120 2 AVENUE,Residential
5,1920,122 2 AVENUE,Residential
5,1920,101 ST MARKS PLACE,Residential
5,1920,429 EAST 6 STREET,Residential
5,1920,105 EAST 10 STREET,Residential
5,1920,225 EAST 10 STREET,Residential
5,1920,62 EAST 4 STREET,Residential
5,1920,72 ST MARKS PLACE,Residential
5,1920,184 EAST 3 STREET,Residential
5,1920,175 EAST 2 STREET,Residential
5,1920,133 2 AVENUE,Residential
5,1920,166 EAST 2 STREET,Residential
5,1920,140 2 AVENUE,Residential
5,1920,240 EAST HOUSTON STREET,Residential
5,1920,157 EAST 2 STREET,Residential
5,1920,20 AVENUE A,Residential
5,1920,181 2 AVENUE,Residential
5,1920,38 EAST 1 STREET,Residential
5,1920,324 EAST 5 STREET,Residential
5,1915,529 EAST 6 STREET,Residential
5,1915,156 EAST 7 STREET,Residential
5,1914,79 EAST 2 STREET,Residential
5,1913,154 EAST 7 STREET,Residential
5,1913,197 EAST 4 STREET,Residential
5,1913,195 EAST 4 STREET,Residential
5,1912,190 EAST 3 STREET,Residential
5,1911,400 EAST 14 STREET,Commercial
5,1911,527 EAST 6 STREET,Residential
5,1911,168 EAST 7 STREET,Residential
5,1910,337 EAST 13 STREET,Commercial
5,1910,335 EAST 13 STREET,Commercial
5,1910,333 EAST 13 STREET,Commercial
5,1910,70 EAST 1 STREET,Residential
5,1910,128 EAST 4 STREET,Residential
5,1910,15 1 AVENUE,Residential
5,1910,36 EAST 1 STREET,Residential
5,1910,34 EAST 1 STREET,Residential
5,1910,37 1 AVENUE,Residential
5,1910,81 2 AVENUE,Residential
5,1910,73 EAST 2 STREET,Residential
5,1910,82 EAST 7 STREET,Residential
5,1910,75 EAST 2 STREET,Residential
5,1910,109 1 AVENUE,Residential
5,1910,206 1 AVENUE,Residential
5,1910,77 EAST 2 STREET,Residential
5,1910,84 EAST 7 STREET,Residential
5,1910,44 EAST 1 STREET,Residential
5,1910,182 2 AVENUE,Residential
5,1910,105 1 AVENUE,Residential
5,1910,167 AVENUE A,Residential
5,1910,165 AVENUE A,Residential
5,1910,107 1 AVENUE,Residential
5,1910,307 EAST 6 STREET,Residential
5,1910,124 1 AVENUE,Residential
5,1910,433 EAST 9 STREET,Residential
5,1910,334 EAST 9 STREET,Residential
5,1910,275 EAST 10 STREET,Residential
5,1910,277 EAST 10 STREET,Residential
5,1910,329 EAST 10 STREET,Residential
5,1910,279 EAST 10 STREET,Residential
5,1910,432 EAST 11 STREET,Residential
5,1910,126 EAST 4 STREET,Residential
5,1910,85 EAST 3 STREET,Residential
5,1910,50 EAST 1 STREET,Residential
5,1910,46 EAST 1 STREET,Residential
5,1910,91 2 AVENUE,Residential
5,1910,209 EAST 5 STREET,Residential
5,1910,231 EAST 5 STREET,Residential
5,1910,51 EAST 7 STREET,Residential
5,1910,55 EAST 7 STREET,Residential
5,1910,53 EAST 7 STREET,Residential
5,1910,57 EAST 7 STREET,Residential
5,1910,99 2 AVENUE,Residential
5,1910,198 AVENUE A,Residential
5,1910,206 AVENUE A,Residential
5,1910,95 2 AVENUE,Residential
5,1910,62 EAST 7 STREET,Residential
5,1910,52 EAST 7 STREET,Residential
5,1910,27 1 AVENUE,Residential
